totalScore,text,title
4.4,Micu staff are very good,UTKAL HOSPITAL
4.7,"We recently visited for a medical procedure, and overall and had a positive experience. Dr. Somnath Jena was thorough and attentive. Their expertise and clear communication made us feel confident and well-cared for throughout the treatment.

The nursing staff were also very kind and supportive. They ensured they the patient was comfortable, answering all the questions with patience and professionalism.

However, we did encounter a few minor issues. Sometimes, we had to ask the staffs multiple times for trivial things.

In conclusion, despite a few areas for improvement, I would recommend SUMUM because of the high level of care provided by the dedicated team.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,We got admitted here for an elbow surgery and got really good service from all the departments @ Sum Ultimate Medicare,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"If you have cashless insurance, this is the best place to be admitted. But like my case, if the hospital is not in network hospital of your insurance,it will be a long process.
But the facility, the cleanliness is amazing 5 on 5.
But they dont allow any outside food, nor they allow visitors. So be careful with that
And the doctors are very highly qualified and polite. Dietitian, cleaning staff, nurses, doctors all 5 on 5.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Really had a great experience with this hospital.staffs are very supportive,kind and attentive. Thank you!",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Deeply appreciate the doctor  & staff who took care of mine.Highly appreciated.all service is very good....,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Sum Ultimate Medicare is the best hospital I have visited till date. The treatment & services provided by the hospital is very good.  Very good experience. The staff and doctors were excellent in all ways. A special thanks to the corporate and insurance department for their guidance.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Wonderful experience with ""Hospital SUM Ultimate"". Dr. Sujata Mishra was a wonderful surgeon, and the staff was always helpful and kind. Housekeeping staff are also good with their work",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Delayed service after admission..,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Experience was very good...,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Services and treatment of dr puspak sir very much excellent thank you for taking care of me. It's really fabulous experience I don't have ever have.i will sure recommend this hospital.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,It was very good experience with SUMUM. Doctor Mishra Sir has treated good. And all the staffs both medical and non medical are very cooperative.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"During my recent visit to your hospital, I was impressed by the professionalism and kindness of the medical staff. The cleanliness of the facility was also noteworthy. However, the wait time for a follow-up appointment was longer than expected, and I found it challenging to navigate the different departments. Improving appointment scheduling and providing more detailed maps or guides could significantly enhance patient experience. Thank you for your hard work and dedication; I believe these adjustments could make a positive difference.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Good service,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"The experience of this hospital is very bad, the management here is not good.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,this is the worst hospital and today at 14 August my father distag day but we have life insurance and that was working but the hospital person has told that it's was not working and then we have told that do our payment in cash and they told it the bill will increase when you will give cash and we have say that it's ok and that process has taken timings has 9:00am to 11:00 so that my experience is very very bad,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,The care is excellent. The doctor and her team is really very very good not only in behavior but also in treatment n overall care,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Very bad management.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Good staff. Good doctors and good post operative care.. But general ward is not up to the mark as compared to others,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"All is good in and quick response hospital, treatment is best . Specially The doctor Pradeep sir is the best and very nice doctor.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,In sumum all staff are cooperative & proper treatment also,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.6,Good,Vivekanand Hospital Bhubaneswar
4.6,Good hospital.,Vivekanand Hospital Bhubaneswar
4.6,Treatment is good,Vivekanand Hospital Bhubaneswar
4.6,All services are very good.Thanks Vivekananda hospital.,Vivekanand Hospital Bhubaneswar
4.6,Good care,Vivekanand Hospital Bhubaneswar
4.6,Excellent facilities,Vivekanand Hospital Bhubaneswar
4.6,"All facilities are good, staffs behaviour very good too.",Vivekanand Hospital Bhubaneswar
4.6,Excellent care.,Vivekanand Hospital Bhubaneswar
4.6,Excellent,Vivekanand Hospital Bhubaneswar
4.6,Not even a single issues during the length of stay of our patient.,Vivekanand Hospital Bhubaneswar
4.6,All facilities & staffs are good. We are overall satisfyed.,Vivekanand Hospital Bhubaneswar
4.6,Good services,Vivekanand Hospital Bhubaneswar
4.6,Excellent care,Vivekanand Hospital Bhubaneswar
4.6,Good doctor and staffs.,Vivekanand Hospital Bhubaneswar
4.6,Good treatment.,Vivekanand Hospital Bhubaneswar
4.6,All facilities are good.,Vivekanand Hospital Bhubaneswar
4.6,Good,Vivekanand Hospital Bhubaneswar
4.6,All facilities are good.,Vivekanand Hospital Bhubaneswar
4.6,Good hospital,Vivekanand Hospital Bhubaneswar
4.6,Good facilities.,Vivekanand Hospital Bhubaneswar
4.6,Pk jena sir,Sunshine Hospital
4.6,Trace out security guard is very helpfull,Sunshine Hospital
4.6,Careless security,Sunshine Hospital
4.6,Debasish sarangi,Sunshine Hospital
4.6,"Don't go on the rating. This is the worst hospital i have ever seen. Behaviour of their staffs is very rude, same they are behaving with the patient also. I will never recommend this kind of hospital.",Sunshine Hospital
4.5,Good hospitality,Health Village Hospital
4.5,Chinmay sir is an excellent doctor. The way he describes the process of the operation to be done to the patients. The hospital is good but services sucks at times. Quick service and hospitality is a greater concern to be fixed from the staff. Nurses have done great.,Health Village Hospital
4.5,Excellent service with Great hospitality..Privileged to be treated by Dr. Smita Sarangi and Co.,Health Village Hospital
4.5,Best treatment in Bbsr.nice,Health Village Hospital
4.5,Good,Health Village Hospital
4.5,Very nice Service,Health Village Hospital
4.5,Overall good.,Health Village Hospital
4.5,Very good service,Health Village Hospital
4.5,Very good service in your hospital nursing staff is the best ....,Health Village Hospital
4.5,"The nursing staffs and doctrs are very co-operative.
The neatness and cleanliness is very well maintained.
Would recommend this hospital for all.",Health Village Hospital
4.5,"Good support and care by all staffs, highly recommend for hospitality.",Health Village Hospital
4.5,Very good,Health Village Hospital
4.5,Good hospital,Health Village Hospital
3.7,"I am overwhelmed and fully satisfied with the service I received in Sum hospital,Bbsr.I consulted their for my father’s diabetic foot ulcer  at the plastic surgery department after being unsuccessful at two other reputed hospital of Bbsr,with God’s grace and blessings and Dr Shri Rajesh Gantayat’s able guidance and thorough analysis,my father’s sugar level came down and his wound completely healed.Skin grafting was successfully done by him and my father is on his toes.I thank the entire medical staff ,nursing staff of Sum Hospital for their support and care .",SUM Hospital
3.7,"Very rude behaviour some of the staffs.
Very rush,",SUM Hospital
3.7,Good,SUM Hospital
3.7,"I was admitted here for malaria
The doctors are really great and the nurses are very friendly and helpful all the time.",SUM Hospital
3.7,ward no - 20 sequrity and nurses behaviour is very very bad. all are haven't any sense . that is call nonsense.,SUM Hospital
3.7,Malipada,SUM Hospital
3.7,There are very good doctors in this hospital in OPD. But if you admit a patient and stay here you can see the hospitality is too bad. First thing is poor drinking water facilities. The second one is lingering treatment process. Nothing is done timely. Third thing is rude behaviour of staffs. If the management take a look on all these matters it may be a best hospital in Odisha.,SUM Hospital
3.7,The doctors consultation is excellent. His way of talking with the patients is splendid. The sisters also have good patiency. Their response is so good.Very good hospital with good amenities. Doctors are patiently listening to the problems and staff are polite. Overall satisfactory in all aspects,SUM Hospital
3.7,Consultation wrong,SUM Hospital
3.7,Good,SUM Hospital
3.7,Is the wrost place at BBSR it was very bad behavior  . To doctor  and also nurse staffs . Don't visted her,SUM Hospital
3.7,"Ims and sum hospital, shampur,bhubaneswar..
2nd floor OT lift front wash room.
Everyday thousands of patient attendants are facing issues.
I think you must verify all bathroom and drinking water facilities.
Please dont ignore",SUM Hospital
