totalScore,text,title
4.7,"Cabin no. 3017.
Housekeeping  service is very good.

Staff --- Pranati Pradhan",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Very good experience,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Super service superb Doctor...Gr8 service from Chinmaya on helping me on the proper doctor and all other coordination,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Best hospital and good treatment here Exlent service, all staffs and doctors well behavior.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"I was admitted here for 7 days for my treatment of viral hepatitis and I am really happy the way the treat patients, doctor Gadadhar panda is very nice doctor. The nurses , the staff , water boy , food everything was on time . They take care of  everything you need at that moment. I’m delighted that I’m getting discharged today.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Very neet and clean hospital.All housekeeping & nursing staff , Junior & senior doctors are very sincere for their duties as well as co-operative and kind behaviour. Lunch, breakfast and dinner for patient is provided as per advised by hopital dietician.Everyday hospital supervisor visiting in each rooms and asking for any obstacles/problems directly with patient and their attendants.Special thanks to Dr. Priyabrata Das, who treatment my mother to fast recovery.
Overall one of the good hospital regarding doctor and facilities in bhubaneswar, Odisha,India.
Suggestion -
1. Food should not be served in plastic vessels.
2. Lack of Parking space.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,All system are available in here and doctors very intelligent.So I am satisfied this medical.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Best service,and all staff  is very helpful, and housekeeping is also mentioned.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,All the services were nice....Mr Tillu ( food & beverages) and Dr Ayaskant Singh service was excellent,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,One of the best hospital in bhubaneswar advance tecnology and proper treatment of patients very friendly responseble staffs. Hospital clean and hygiene is excellent. hospitality teams are very professional thank you,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,One of the best and most preferred multi-speciality hospitals in bhubaneswar,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"I am going to be discharge Today and the services were good .food was good .and Dr Gadadhara sir ,his treatment was excellent. Thank you all.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Best service ever……staffs n doctors are very cooperative n friendly,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Very good experience,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Dr and staff are very nice,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,One of the best hospital in bhubaneswar Advance Tecnology and proper treatment of patients very friendly staff and very reasonable nurses.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Satisfied,Apollo Hospitals
4.7,"We really feel very safe and protective to be here..From doctors to ground staff all are very supportive and understanding. We will always select apollo for ang health issue. Thank you for all the efforts. Very familiar behavior by all the staffs. Very Fast service. Everyone have shown very Caring and respectful manner. We will surely continue to come Apollo for any treatment. Thank You So Much.

From Room No. 438 B..Speciall mention to Sister Jyoshna , Sr Rita, Sr Sushree, Sr Sweta, Sr Swagatika..Thank you so much......Cleaning staffs - Karpura Murmu, Laxmi Swain, Rakki, Susama..Thank you..",Apollo Hospitals
4.7,Good,Apollo Hospitals
4.7,"Very familiar behavior by all the staffs. Very Fast service. Everyone have shown very Caring and respectful manner. We will surely continue to come Apollo for any treatment. Thank You So Much. Nursing staff are good tq to Rita , jyotsna,swagatika,sushree,
Sweta sister are very caring .

From Room No. 438a",Apollo Hospitals
4.7,I am satisfied,Apollo Hospitals
4.7,Excellent,Apollo Hospitals
4.7,Good service,Apollo Hospitals
4.7,"Bed no. 465
Service is excellent. The Dr.& Nurse are very polite. Foods are very hygienic & all staffs are very cooperative.  Thanks to all.",Apollo Hospitals
4.7,"I thanks to Dr. D. Nayak and Sister Ruby, Subha and Subhasni for there markable service. God bless them.",Apollo Hospitals
4.7,"Bed -283 thank you all nursing staffs . Thank you sister sonalin ,ଚିନ୍ମୟୀ ,ଦୀପ୍ତି",Apollo Hospitals
4.7,"Bed no 381 excellent doctors and nurse .
Thank you for helping me get well soon.",Apollo Hospitals
4.7,Very good serving. And good careing. Mamina. Sharaddha. Ulmila. Bed no 277,Apollo Hospitals
4.7,My father was admitted bed number 276 2nd general ward all are service good all are very cooperative. Like family mamber thank you Apollo and special thanks to all nurses .sis mamina shradha. Urmila. Kabita,Apollo Hospitals
4.7,"My mother is diagnosed with lung cancer and currently her treatment is going on under the guidance of Dr Stithi Das,Senior Consultant, Radiation Oncologist.At this difficult time,we were lucky to have a compassionate,skilled and experienced doctor.During our consultation with Dr.Das,she not only took time to listen our problems carefully but also explained and treatment options in a way that was easy to understand.
She even referred us to other professional doctors like Dr.Sunil Jaiswal, Surgeon Oncologist and Dr.Prashant Kumar Parida, Medicine Oncologist which too gave us a sense of reassurance and confidence that immediately put us in ease.
We are very grateful to the entire team (Dr Stithi Ma'am,Dr.Sunil Sir,Dr.Parida Sir,Dr.Debjyoti Sir and Dr.Jayshree Ma'am)for their outstanding care and in-depth knowledge have instilled confidence in me.The nursing staff were also very supportive and efficient.
I would highly recommend others to consult.
Hope my mother get well soon .
Thank You
Lopamudra Mitra.",Apollo Hospitals
4.7,"Apollo Nurses are really nice .
They are so co-operative.their service is really appreciable.   Especial Night duty nurses (Kajal )are helped a lot  during critical time and housekeeping department excellent..",Apollo Hospitals
4.7,Ahc department bmi room sister excellent service,Apollo Hospitals
4.7,Excellent service,Apollo Hospitals
4.4,Health check up was good,UTKAL HOSPITAL
4.4,Smoothly health checkup was done,UTKAL HOSPITAL
4.4,Good consultation of dr abhipsha,UTKAL HOSPITAL
4.4,Abhipsha mam is good doctor,UTKAL HOSPITAL
4.4,Best hospital,UTKAL HOSPITAL
4.4,"Well hospilaty service provided by utkal hospital, food quality also fine.",UTKAL HOSPITAL
4.4,Best doctors,UTKAL HOSPITAL
4.4,Good doctor in utkal,UTKAL HOSPITAL
4.4,Service provide by staff are best,UTKAL HOSPITAL
4.4,Staff are friendly good going,UTKAL HOSPITAL
4.4,Best hospital in utkal,UTKAL HOSPITAL
4.4,Excellent service,UTKAL HOSPITAL
4.4,Great going in utkal,UTKAL HOSPITAL
4.4,Good service,UTKAL HOSPITAL
4.4,Best hospital,UTKAL HOSPITAL
4.4,Good experience with utkal,UTKAL HOSPITAL
4.6,Docter is very good,Vivekanand Hospital Bhubaneswar
4.6,Good care & Very nice hospital. And the sir madam are very kind or gentle. Staffes are also good persons. Treatments are neat and clean.,Vivekanand Hospital Bhubaneswar
4.6,Good,Vivekanand Hospital Bhubaneswar
4.6,Excellent care.,Vivekanand Hospital Bhubaneswar
4.6,Everything is good.,Vivekanand Hospital Bhubaneswar
4.6,Very good,Vivekanand Hospital Bhubaneswar
4.6,Very good,Vivekanand Hospital Bhubaneswar
4.6,We are satisfied.,Vivekanand Hospital Bhubaneswar
4.6,Staffs are cooperative.,Vivekanand Hospital Bhubaneswar
4.6,Ok,Vivekanand Hospital Bhubaneswar
4.6,Good care,Vivekanand Hospital Bhubaneswar
4.6,Good,Vivekanand Hospital Bhubaneswar
4.6,Very good staffs.,Vivekanand Hospital Bhubaneswar
4.6,Great,Vivekanand Hospital Bhubaneswar
4.6,Excellent,Vivekanand Hospital Bhubaneswar
4.6,",All services are very good.",Vivekanand Hospital Bhubaneswar
4.6,"This is the most horrible hospital I have everseen.Doctors do not care.Sisters do not behave properly,just inhuman.The doctors do not update anything.It is only money making.Pl do not come to this hospital.Govt of Odisha should disallow running of Vivekananda Hospital.Request MCI to stop this hospital immediately.",Vivekanand Hospital Bhubaneswar
4.6,Good,Vivekanand Hospital Bhubaneswar
3.7,The behavior of all the staff of this hospital is not good and they have been harassing the patients...,SUM Hospital
3.7,Good,SUM Hospital
3.7,"Hospital is good along with the staffs. All are well behaving and cooperative. Poor management.  Hospital charges are not reasonable. The main issue is here Doctors. Means they manage OPD and OT on a same day. Ameture nurses and Radiologists like they didn't even know how to print Ultrasound reports properly.
Bad hospital.",SUM Hospital
3.7,One of the worst hospital. Mostly students are there and their behaviour to patients are really bad. Please don't waste time here instead go to a good private hospital.,SUM Hospital
3.7,Good hospital sum nurse vere care,SUM Hospital
3.7,"Seems the hospital is fine for all types of income groups. The hospital is decent, with all the departments available here. Cleanliness is good inside the premises. Bike parking is available but there is no car parking available, so I had to park on the side of the road. The main thing i can truly say about the treatment.",SUM Hospital
3.7,"One of the popular medical in Bhubaneswar, provide all types of treatment and facilities",SUM Hospital
3.7,"If I can have I give minus rating, it is a so called private capital hospital for me a very unprofessional doctor and nurses  they always say we don't know so why we take our patient there for know nothing a  well trained frauds. They know how to steal your hard earned money from poor people. so much negligence they wait a serious icu patient for 8 hours till they have the second brain stroke and died.
The nurses are not experienced in the icu and also doctor .",SUM Hospital
3.7,Very bad experience.... Very poor hygiene and the staffs behave so rudely and very cruel.. never visit this stupid place...,SUM Hospital
3.7,"Good Hospital ...
Speed recovering....
Good Medicine.
Good Doctor's and nurse's Also...
Canteen Food also Good..
This is My personal Review....
Every one came and check.....
Thank you ""Sum"" Hospital Team And Management....",SUM Hospital
4.8,"The service was amazing. I would like to thank our doctor Lingaraj Nath for taking care of our patient who was very critcal and even agreed to admit the patient from a different hospital. The entire team was very supportive specially the staff around the icu and the nurses and care taker. I would also like to mention few names who did a fabulous job and they are  Dr. Himanshu, Subhra, Chinmoyee, Jyoti and Santosh (house keeping).

Thank you once again for the wonderful experience to the overall team and manipal hospital.","Manipal Hospitals, Bhubaneswar"
4.8,Best Physiotherapy  Department  in odissa.Nice experience and good behavior all staff.Sibani Sankar Tripathy sir is very knowledgeable and helpful,"Manipal Hospitals, Bhubaneswar"
4.8,"I admited  3104 under Dr kk panda . Doctors was very good.special thanks Nursing team like sr lilima,itishree,Debasmita, Bhagyashree .Food was very good.thanks to manipal team","Manipal Hospitals, Bhubaneswar"
4.8,"में yanha गाइनिक specialist dr sibani devi के पास गयाथा जो की एक अच्छी doctor hne  . Yanha ki बताबरन bahut अच्छा लगा मुझे. स्टाफ बिहेवियर बहुत अच्छी हे,वर्किंग knowledge or system of work is very good. Test thoda bahut expensive laga वाकी सब ठीक ठाक","Manipal Hospitals, Bhubaneswar"
4.8,"Mrs Jayanti behera admitted  chdu 1018 bed no under doctor  PRADEEP   ku dash incharge Subhashini, abhilipsa,Jyoti,manini,Gayatri,jyoshna,twinkle","Manipal Hospitals, Bhubaneswar"
4.8,"5055-Bhabni Behera, Service was very good: all staffs are very understanding, Shraddha very smart work","Manipal Hospitals, Bhubaneswar"
4.8,"Patient Name: Rajendra Prasad Kar
Bed no. 2062
It was very inspirational for others that how your Doctors and other staffs treated us during our most helpless period. Your place was hygiene and very comfortable.","Manipal Hospitals, Bhubaneswar"
4.8,"My father got admitted in Manipal hospital under Dr. Nitish ranjan Acharya for surgery of oral. Dr.Nitish is a very good doctor as his consoling behaviour is very appreciative and welcoming. He spells magic with words that heal patients and brings hope and positive energy in the soul.

Excellent care provide by all sisters and doctors. I would also like to extend my heart felt appreciation to service of nursing sisters & brothers of oncology ward. special thanks to sister suprabha ,Rinku, Shubhadra, Shriya, pragyan,Priya, bishnupriya,muskan.Thank you to the whole hospital team.","Manipal Hospitals, Bhubaneswar"
4.8,"The Hospital have excellent service and very kind hearted staff behavior. All the staff are very kind full and attentive. It so homie and people are so nice and caring. Dr. Nitish Acharya is one of the best doctor I have ever seen. Full team are very supportive team. The doctors are very friendly. Rinku didi,muskan didi,shriya didi,priya didi, ranjit didi and many others sisters are very helpful and having a very kind hearted person. They do not let me miss my home. And here food is aslo good.
By
Suchismita Mohanty.
Bed no -2064
2nd floor","Manipal Hospitals, Bhubaneswar"
4.8,Sister sradha good Service,"Manipal Hospitals, Bhubaneswar"
4.8,"Santos Kumar Pattnayak, patient, Cardiology, I have treated under Dr Lingaraj Nath
About the  Dr-- Dr L Nath,s diagonis bed no    1017 bed no Convince to patient, and treatment are very good, So much Satisfied, CCU in charge Sister Suvrasin  guide, observation for patient is good,
Sister (Mel, femel/) service is good,
House keeping workers service also is good, but one thing I have observed house keeping materials not available according to number of patient
Other worker Akash Sethi's service also very good.","Manipal Hospitals, Bhubaneswar"
4.8,"My mother Mrs Samantaray admitted in church bed nb 1024. Dr jk padhi and nursingstaff are very caring. Incharge subhashree didi, smriti, twinkle, abhilipsa, jyoti, gyatri, suhasini are very copprative and polite nature. Thanks to all for your help and nourishment.","Manipal Hospitals, Bhubaneswar"
4.8,"My brother admitted in cardiac hdu bed no 1019a nursing care very good and excellent  like sister Jyoti, twinkle, abhilipsa, smriti house keeping sevice is very excellent  like uma, Pinki ................lili ...food service is very good","Manipal Hospitals, Bhubaneswar"
4.8,"My father admitted in cardiac hdu bed no 1019 nursing care good excellent like sister twinkle, abhilipsa, smriti, incharge sister subhashree treatment is very excellent","Manipal Hospitals, Bhubaneswar"
4.8,"My wife admitted in cardiac department bed no 1018 nursing care excellent  like sister twinkle, jyotsna, abhilipsa , incharge sister shubhashree isa good staff","Manipal Hospitals, Bhubaneswar"
4.8,"It was a great experience. Care staff at bed 1020 were extremely supportive and helpful.
Sister twinkle, debarati, Gayatri , abhilipsa , Subhashree dd is a good staff , house keeping staff narmada good and careing staff","Manipal Hospitals, Bhubaneswar"
4.8,"My Father admit in CCU department,Dr jk padhi under,Dr jk padhi is very good doctor,all ICU staff is very comparative,special thanks to Sr- Rupali,br utkala,br subha,soubhagya,chinmayee,","Manipal Hospitals, Bhubaneswar"
4.8,"My son was admitted under Dr PN sahoo in 3 rd general ward. My thanks to all for their care, attention and affection they have given. Thanks to  pN sahoo sir, sr sreematisr iti, br janmejaya for thair care. Thank u u so much. Thanks to Hasan,  Ms Renu all FNB","Manipal Hospitals, Bhubaneswar"
4.8,"I am P sunil kumar Patro.I was admitted under Dr RVS Kumar.In 4th B Block 4016.

Wonderful service as by nurses Sr Anusaya,Sr jidan very cooperative.

Also specially Br dibya,Manaswita,Patel very cooperative and very polite.","Manipal Hospitals, Bhubaneswar"
4.8,"Hospitality is very good, nursing officer's behaviour is excellent. All hospital staffs are well mannered and dedicated for good practice of oatient safety. Sister Srimati and team is providing high class nursing care. Apart from that, HK service, Food service and all other dept also very nice.","Manipal Hospitals, Bhubaneswar"
4.6,Worst behavior with patients and their attendant,Sunshine Hospital
4.6,Very nice hospital mast treatment,Sunshine Hospital
4.3,Team Care is providing great service to society.,"CARE Hospitals, Bhubaneswar"
4.3,Good,"CARE Hospitals, Bhubaneswar"
4.3,Doctor is very good,"CARE Hospitals, Bhubaneswar"
4.3,One of the most exlent and elight hospital of northan jone of India,"CARE Hospitals, Bhubaneswar"
4.3,Very excellent services for patient care.very good,"CARE Hospitals, Bhubaneswar"
4.3,I'm satisfied with your service,"CARE Hospitals, Bhubaneswar"
4.6,Good treatment,Vivekanand Hospital Bhubaneswar
4.6,Good hospital.,Vivekanand Hospital Bhubaneswar
4.6,Excellent  care.,Vivekanand Hospital Bhubaneswar
4.6,All facilities are good.,Vivekanand Hospital Bhubaneswar
4.6,Excellent services.,Vivekanand Hospital Bhubaneswar
4.6,Good,Vivekanand Hospital Bhubaneswar
4.6,cooperative staffs.,Vivekanand Hospital Bhubaneswar
4.6,Good doctor and staffs.,Vivekanand Hospital Bhubaneswar
4.6,Excellent,Vivekanand Hospital Bhubaneswar
4.6,Good,Vivekanand Hospital Bhubaneswar
4.6,Good hospital.,Vivekanand Hospital Bhubaneswar
4.6,Great facilities.,Vivekanand Hospital Bhubaneswar
4.6,All services are good.,Vivekanand Hospital Bhubaneswar
4.6,Excellent,Vivekanand Hospital Bhubaneswar
4.6,Good treatment.,Vivekanand Hospital Bhubaneswar
4.6,Excellent care.,Vivekanand Hospital Bhubaneswar
4.6,Very nice vebekanda hospital,Vivekanand Hospital Bhubaneswar
4.6,"I am happy, good doctor and staffs.",Vivekanand Hospital Bhubaneswar
4.6,Facilities are good and doctors are quite professional but nursing staff behavior is rude to patient.,Vivekanand Hospital Bhubaneswar
4.7,"bed 279
Thank you all nursing staffs .thank you sister Aparnamayee , chinmayee ,Dipti , madhu , shradha , rubina",Apollo Hospitals
4.7,Service is very good.But Expensive.I have seen my Advance bill.But some charges not understand.trying to Understand in Admin section.Sisters are so good.Doctors are very professional.Having good character.I think management charge excess from patients.,Apollo Hospitals
4.7,Excellent service.,Apollo Hospitals
4.7,Excellent service,Apollo Hospitals
4.7,Excellent,Apollo Hospitals
4.7,"Nice service and quality also good.
Bichitra",Apollo Hospitals
4.7,AHC DEPARTMENT BMI ROOM SISTER BEHAVIOUR IS VERY GOOD,Apollo Hospitals
4.7,"Bed no 464nursing services are excellent
sister sasmita priti suchi dharitri",Apollo Hospitals
4.7,"Bed no 280 all staffs services are very excellent. Especially  sis. chinu, urmila, rojalin",Apollo Hospitals
4.7,Good service,Apollo Hospitals
4.7,Good system almost,Apollo Hospitals
4.7,Good service of Apollo hospital,Apollo Hospitals
4.7,"It is great experience to visit Apollo hospital.. Doctors are good,timely check up done,and staff behaviour also good.. overall good..",Apollo Hospitals
4.7,Staf.  Is.  Good. Sarvice be no-474 day care 1,Apollo Hospitals
4.7,Mu grand father was admitted 2floor Gw bed no -272 thanks dr Brajaraj Das for running an efficient and patient focused hospitals grateful thank u staff Shradha kusum Madhu Urmila Kabita,Apollo Hospitals
4.7,Good service,Apollo Hospitals
4.7,Good,Apollo Hospitals
4.7,Good,Apollo Hospitals
4.7,Good,Apollo Hospitals
4.7,"Good experience... well behaved & co-operative staffs..
Doctors are user friendly, listen the problem pateintly.. I will recommend others to visit for thr health checkup at this hospital",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
